ปี,อำเภอ,ประเภทแหล่งท่องเที่ยว,แหล่งท่องเที่ยว,หน่วย
2569,นครชัยศรี,แหล่งท่องเที่ยวศิลปะวิทยาการ,พิพิธภัณฑ์หุ่นขี้ผึ้งไทย,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวศิลปะวิทยาการ,อุทยานการอาชีพชัยพัฒนา,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวศิลปะวิทยาการ,ศูนย์ศิลปวัฒนธรรมเฉลิมพระเกียรติ๖ รอบพระชนมพรรษา,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวศิลปะวิทยาการ,ศาลเทพเจ้ากวนอู นครปฐม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวศิลปะวิทยาการ,พิพิธภัณฑ์คณะฟุตบอลแห่งสยาม,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวศิลปะวิทยาการ,หอภาพยนต์ องค์การมหาชน,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวศิลปะวิทยาการ,อุทยานธรรมชาติวิทยา  เสรีรุกขชาติ  ,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวศิลปะวิทยาการ,สำนักวิจัยศิลป์ พีระศรี,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวศิลปะวิทยาการ,เมืองรัตติยา,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวศิลปะวิทยาการ,สวนเรือกะพาย,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวศิลปะวิทยาการ,ศูนย์วัฒนธรรมไทยดำบ้านไผ่หูช้าง,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวศิลปะวิทยาการ,พิพิธภัณฑ์แมลง ที่อุทยาน แมลงเฉลิมพระเกียรติ พระบาทสมเด็จพระเจ้าอยู่หัว,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวศิลปะวิทยาการ,วัดปลักไม้ลาย (แหล่ง เรียนรู้สำหรับพระสงฆ์),แห่ง
